frame,actor1_x,actor1_y,actor2_x,actor2_y,ball_x,ball_y
49,201.15833649027311,698.075841629373,800.8721810033094,698.0550064619314,693.6666666666667,632.1
50,201.16051114465577,698.075566670253,800.8721810033094,698.0550064619314,716.5000000000001,642.9
51,201.16022534618548,698.075611392709,800.8721810033094,698.0550064619314,739.3333333333335,654.79
52,201.1589695340055,698.0757775613604,800.8721810033094,698.0550064619314,762.1666666666669,667.77
53,201.15802176892495,698.0758997725204,800.8721810033094,698.0550064619314,785.0000000000002,681.84
54,201.15778952563437,698.0759277476092,803.6972726672143,697.742867393429,775.9412512057195,692.4554828485249
55,201.1580298521452,698.0758950589069,806.1038454298921,697.4780332260195,768.9183224141924,704.1294807496784
56,201.1583444814079,698.075853942993,808.1377505197328,697.2214041542214,763.4507843738381,716.926669091257
57,201.1585035769983,698.0758337481126,810.0331045831826,697.001813901832,757.9873862668236,730.8140301515742
58,201.15849434649795,698.0758354666342,811.8537647586006,696.8323516438957,752.523988159809,745.7913912118914
59,201.15841252010972,698.0758463237809,813.6744249340186,697.7528893859594,747.0605900527945,761.8587522722087
60,201.15834640411072,698.0758548671331,815.4050672678785,697.3234989513419,740.3997539116658,755.7403392835805
61,201.15832751899381,698.0758571756369,817.1143754408344,697.1902444357254,733.7389177705371,751.0460893018663
62,201.15834197492927,698.0758551942735,818.8128638425386,697.0774252200914,727.0780816294084,747.4418393201521
63,201.15836318299958,698.0758524174526,820.5165555119968,697.023563047297,720.4172454882797,744.9275893384379
64,201.15837471683813,698.0758509484549,822.2413065926063,697.0192039938609,713.756409347151,743.5033393567237
65,201.15837479134157,698.075850974107,824.0030643871712,697.0648154053141,707.0955732060223,743.1690893750095
66,201.15836949908706,698.0758516783854,825.8180220033873,697.1615009636776,700.4347370648936,743.9248393932953
67,201.15836491108047,698.0758522724275,827.7026459462779,697.3125350877154,693.7739009237649,745.7705894115811
68,201.15836342134426,698.0758524564662,829.6737298484436,697.5232367550087,687.1130647826362,748.706339429867
69,201.15836427027602,698.0758523389361,831.7484140337456,697.8011850599382,680.4522286415075,752.7320894481527
70,201.15836569252798,698.075852152346,833.9441719724565,698.1564613069963,673.7913925003788,757.8478394664385
71,201.15836652197342,698.075852046387,836.278746424131,698.60108911108,667.1305563592501,764.0535894847243
72,201.15836657512162,698.075852041874,838.770017902572,699.1482360570418,660.4697202181214,761.0683373066572
73,201.15836623565235,698.0758520871988,841.4357808679048,699.8182826029098,653.8088840769927,759.740283170536
74,201.1583659188939,698.0758521282917,844.2895272369485,700.6384121302227,647.148047935864,759.6862131639532
75,201.15836580400864,698.0758521425986,847.1432736059922,702.5485416575357,640.4872117947353,760.7221431573703
76,201.15836585226617,698.0758521358244,850.3662299663054,703.5871300990598,633.8263756536066,760.2310011334234
77,201.15836594713966,698.0758521233519,853.7072626685361,705.1836776089696,627.165539512478,760.340367439881
78,201.15836600635694,698.0758521157665,857.1873451967311,707.195088835986,620.5047033713493,760.2463652664984
79,201.15836601324736,698.0758521150324,860.7834505952899,709.7367039370318,613.8438672302207,760.2359555057837
80,201.15836599167508,698.0758521179234,864.4796107945073,712.8834338974367,607.183031089092,760.2038600816028
81,201.15836596991457,698.0758521207518,868.1757709937247,717.1214942738817,600.5221949479633,760.1863816560352
82,201.15836596121025,698.0758521218427,872.0388251984816,721.5715453647638,593.8613588068346,760.1691573400846
83,201.1583659638268,698.0758521214677,875.9456735706611,726.9271210250481,587.2005226657059,760.1563096900205
84,201.1583659701204,698.0758521206385,879.9061792038535,733.1134542316183,580.5396865245772,760.145505637778
85,201.1583659743202,698.0758521200992,883.8666848370459,740.3897874381885,573.8788503834485,760.1368974401723
86,201.1583659750109,698.0758521200203,887.9211573219146,748.2702562454358,567.2180142423198,760.1298732901522
87,201.15836597365478,698.0758521202029,891.9467736705589,757.1124745125018,560.5571781011911,760.1242022726558
88,201.15836597216722,698.0758521203966,895.9723900192031,767.0446927795678,553.8963419600624,760.1196020729884
89,201.15836597151713,698.0758521204784,897.4757357193313,764.7035360178,547.2355058189337,760.1158783147212
90,201.1583659716486,698.0758521204589,898.9309214110832,763.658582708535,540.574669677805,760.1128612055087
91,201.15836597206365,698.0758521204041,898.5226817605586,763.5599019617072,533.9138335366763,760.1104176586393
92,201.1583659723597,698.075852120366,898.4117641912559,763.4713181357342,527.2529973955476,760.1084382736533
93,201.15836597242165,698.0758521203587,898.3525099005359,763.4009465351611,520.5921612544189,760.1068350122652
94,201.15836597233746,698.0758521203701,898.304503891803,763.3437544229471,513.9313251132902,760.105536356078
95,201.15836597223628,698.0758521203833,898.2656344595462,763.2974394234411,507.27048897216156,760.1044844498535
96,201.1583659721883,698.0758521203893,898.2341539963907,763.2599239297593,500.6096528310329,760.1036324039735
97,201.15836597219402,698.0758521203884,898.208658388489,763.2295372018117,493.9488166899043,760.1029422475252
98,201.15836597222122,698.0758521203848,898.1880091017309,763.2049243371637,487.28798054877564,760.1023832205876
99,201.15836597224197,698.075852120382,898.1712846253387,763.1849881923092,480.627144407647,760.1019304088801
100,201.1583659722472,698.0758521203813,898.1577387429198,763.1688400927214,473.96630826651835,760.1015636313848
101,201.15836597224205,698.075852120382,898.1467671981753,763.1557602493353,467.3054721253897,760.1012665416407
102,201.1583659722352,698.0758521203829,898.1378806536615,763.145165653237,460.6446359842611,760.1010258989567
103,201.1583659722317,698.0758521203834,898.1306828195586,763.1365840810854,453.98379984313243,760.1008309783944
104,201.15836597223188,698.0758521203834,898.124852749138,763.1296330410037,447.3229637020038,760.1006730927468
105,201.15836597223364,698.0758521203832,898.1201305070962,763.1240027205115,440.66212756087515,760.1005452053791
106,201.1583659722351,698.0758521203829,898.1163055665315,763.1194421753993,434.0012914197465,760.1004416166168
107,201.15836597223552,698.0758521203829,898.1132074142341,763.1157481434193,427.34045527861787,760.1003577097238
108,201.1583659722352,698.0758521203829,898.1106979434148,763.1127559838338,420.6796191374892,760.100289745144
109,201.15836597223475,698.075852120383,898.1086652934222,763.1103323387521,414.0187829963606,760.1002346938374
110,201.1583659722345,698.075852120383,898.1070188609664,763.1083691890097,407.35794685523194,760.1001901022813
111,201.1583659722345,698.075852120383,898.1056852599012,763.1067790395626,400.6971107141033,760.1001539831228
112,201.1583659722346,698.075852120383,898.1046050491011,763.10549101974,394.03627457297466,760.100124726606
113,201.15836597223472,698.075852120383,898.1037300823397,763.1044477245064,387.375438431846,760.1001010288287
114,201.15836597223475,698.075852120383,898.1030213618857,763.1036026559196,380.7146022907174,760.10008183363
115,201.15836597223472,698.075852120383,898.1024473000446,763.1029181507373,374.05376614958874,760.1000662855199
116,201.1583659722347,698.075852120383,898.1019823110908,763.1023637017928,367.3929300084601,760.1000536915514
117,201.15836597223466,698.075852120383,898.1016056707883,763.1019145983206,360.73209386733146,760.1000434904374
118,201.15836597223466,698.075852120383,898.1013005926386,763.1015508246272,354.0712577262028,760.1000352275356
119,201.15836597223466,698.075852120383,898.1010534796648,763.1012561680182,347.4104215850742,760.1000285345855
120,201.15836597223466,698.075852120383,898.1008533183727,763.1010174962225,340.74958544394553,760.1000231132962
121,201.15836597223466,698.075852120383,898.1006911878702,763.1008241721089,334.0887493028169,760.100018722052
122,201.15836597223466,698.075852120383,898.1005598622589,763.1006675796061,327.42791316168825,760.1000151651444
123,201.15836597223466,698.075852120383,898.1004534885776,763.1005407396999,320.7670770205596,760.1000122840495
124,201.15836597223466,698.075852120383,898.1003673259386,763.1004379993913,314.10624087943097,760.1000099503627
125,201.15836597223466,698.075852120383,898.1002975342298,763.1003547797527,307.44540473830233,760.1000080600764
126,201.15836597223466,698.075852120383,898.100241002965,763.1002873718539,300.7845685971737,760.1000065289447
127,201.15836597223466,698.075852120383,898.1001952126538,763.1002327714623,294.12373245604505,760.1000052887281
128,201.15836597223466,698.075852120383,898.1001581225108,763.10018854515,287.4628963149164,760.1000042841526
129,201.15836597223466,698.075852120383,898.1001280795012,763.1001527218407,280.80206017378777,760.1000034704466
130,201.15836597223466,698.075852120383,898.1001037446678,763.100123704963,274.1412240326591,760.1000028113448
131,201.15836597223466,698.075852120383,898.1000840334557,763.1001002012945,267.4803878915305,760.1000022774723
132,201.15836597223466,698.075852120383,898.1000680673761,763.1000811633247,260.81955175040184,760.1000018450355
133,201.15836597223466,698.075852120383,898.1000551348532,763.1000657425706,254.1587156092732,760.1000014947618
134,201.15836597223466,698.075852120383,898.1000446595108,763.1000532517609,247.49787946814456,760.1000012110402
135,201.15836597223466,698.075852120383,898.1000361744842,763.1000431342059,240.83704332701592,760.1000009812257
136,201.15836597223466,698.075852120383,898.1000293016133,763.1000349389869,234.17620718588728,760.1000007950759
137,200.54400138153383,697.9722005333193,898.1000237345884,763.1000283008602,236.26242481579084,759.8874473046054
138,200.10115250593108,698.0444388542884,898.1000192252985,763.100022923978,237.87620899609095,760.7657031860083
139,199.84144504900274,697.9730979365961,898.1000155727739,763.1000185687038,238.92380323391188,760.323338754669
140,199.5817375920744,698.9917570189039,898.1000126142293,763.100015040932,239.83931704871046,760.3946214691566
141,199.5707256743055,698.6659678554521,898.1000102178083,763.1000121834371,240.50589981579708,760.2977052262727
142,199.63461423244559,698.5743995861363,898.1000082767074,763.1000098688664,240.96561776005998,760.2748789595774
143,199.70353829943343,698.471149037277,898.1000067044157,763.1000079940643,241.20332704053942,760.2363463656166
144,199.73169601052788,698.3976170388156,898.1000054308595,763.1000064754746,241.2244794399809,760.2123505609721
145,199.72423460839784,698.3419607276463,898.1000043992791,763.1000052454172,241.02711231659606,760.1903163461083
146,199.70472009621182,698.2985166270308,898.100003563699,763.1000042490707,240.68055280841236,760.1734037741015
147,199.69142475683196,698.2624635558337,898.1000028868792,763.1000034420301,240.33399330022866,760.1593679407105
148,199.689078909312,698.2318342714426,898.1000023386551,763.1000027883273,239.98743379204495,760.148120110551
149,199.69326927559723,698.2061920911495,898.1000018945937,763.100002258828,239.64087428386125,760.1389657386619
150,199.69799285589926,698.1853747511151,898.1000015349039,763.1000018299336,239.29431477567752,760.131566404604
151,199.70013146470495,698.1688619279307,898.1000012435552,763.1000014825293,238.9477552674938,760.125567289894
152,199.69979127478214,698.1558122870065,898.1000010075628,763.1000012011317,238.60119575931006,760.120710042835
153,199.6985147828711,698.1453628543481,898.100000816409,763.1000009731997,238.25463625112633,760.1167749401101
154,199.69758225685663,698.1368533311819,898.1000006615743,763.1000007885748,237.9080767429426,760.1135877708854
155,199.6973798123978,698.1298667969438,898.1000005361583,763.1000006390286,237.5615172347589,760.1110060689773
156,199.69764499662332,698.1241492772825,898.1000004345713,763.1000005178963,237.2149577265752,760.1089149247327
157,199.69797235918728,698.1195123950448,898.1000003522859,763.1000004197791,236.8683982183915,760.107221085676
158,199.69813485504426,698.1157796103477,898.1000002856347,763.1000003403042,236.5218387102078,760.1058490805437
159,199.68505820463506,698.1142542220183,898.1000002316472,763.1000002759295,236.6543704536417,760.107020750611
160,199.68517431277309,698.1113755725085,898.1000001879173,763.100000223786,236.7352633808439,760.1048649296549
161,199.69080852207733,698.108359436033,898.1000001524961,763.1000001815497,236.8161563080461,760.1042364692908
162,199.69560675482305,698.1061479237144,898.100000123805,763.1000001473384,236.8970492352483,760.1033250247963
163,199.69712147373235,698.1047898433355,898.1000001005651,763.1000001196272,236.9779421624505,760.1027316157804
164,199.69619565978806,698.1040048261417,898.1000000817409,763.1000000971811,237.0588350896527,760.1021988045483
165,199.6946940753278,698.1034392503601,898.1000000664932,763.1000000789999,237.1397280168549,760.1017860014567
166,199.69383143497527,698.102895285466,898.1000000541426,763.100000064273,237.2206209440571,760.1014448723362
167,199.69378703756968,698.102348120542,898.1000000441386,763.1000000523443,237.3015138712593,760.1011709908715
168,199.6941503805937,698.1018531485646,898.1000000360353,763.100000042682,237.3824067984615,760.1009482709779
169,199.69448438061684,698.1014572609446,898.1000000294717,763.1000000348556,237.4632997256637,760.1007681832045
170,199.69460338647804,698.1011650772596,898.1000000241552,763.1000000285162,237.5441926528659,760.1006221985966
171,199.69455074933455,698.1009506620237,898.1000000198488,763.1000000233812,237.6250855800681,760.1005039919374
172,199.6944501842549,698.1007829547248,898.1000000163607,763.1000000192219,237.7059785072703,760.1004082298365
173,199.69438813160156,698.100641939297,898.1000000135352,763.1000000158529,237.7868714344725,760.1003306678351
174,199.69438153270443,698.1005205121918,898.1000000112467,763.1000000131239,237.8677643616747,760.1002678407107
175,199.69440478274092,698.1004183777799,898.1000000093929,763.1000000109135,237.9486572888769,760.1002169514289
176,199.69442794334083,698.100335763331,898.1000000078914,763.100000009123,238.0295502160791,760.1001757308659
177,199.69443713127455,698.1002707170857,898.1000000066751,763.1000000076727,238.1104431432813,760.1001423423005
178,199.69443431208447,698.1002196014058,898.1000000056899,763.100000006498,238.1913360704835,760.1001152975319
179,199.69442763885118,698.1001786916654,898.100000004892,763.1000000055465,238.2722289976857,760.1000933912821
180,199.6944232238193,698.1001452575326,898.1000000042457,763.1000000047758,238.3531219248879,760.1000756472166
181,199.69442254241693,698.1001176966996,898.1000000037221,763.1000000041515,238.4340148520901,760.1000612745257
182,199.69442402385442,698.1000951032331,898.1000000032981,763.1000000036458,238.5149077792923,760.1000496326461
183,199.6944256291776,698.1000767978793,898.1000000029545,763.1000000032362,238.5958007064945,760.1000402027244
184,199.6944263328005,698.1000620953337,898.1000000026763,763.1000000029045,238.6766936336967,760.1000325644881
185,199.69442619992788,698.1000502988668,898.100000002451,763.1000000026357,238.7575865608989,760.1000263775171
186,199.69442576417336,698.1000407850628,898.1000000022684,763.100000002418,238.8384794881011,760.1000213660708
187,199.69442545530123,698.1000330640435,898.1000000021205,763.1000000022417,238.9193724153033,760.1000173067996
188,199.69442539565765,698.1000267795654,898.1000000020007,763.1000000020989,239.0002653425055,760.10001401879
189,199.6944254909602,698.1000216710668,898.1000000019037,763.1000000019833,239.0811582697077,760.1000113555025
190,199.694425603223,698.1000175328045,898.1000000018252,763.1000000018896,239.16205119690989,760.1000091982396
191,199.69442565753363,698.1000141897266,898.1000000017615,763.1000000018137,239.24294412411209,760.1000074508568
192,199.69442565362831,698.1000114903686,898.1000000017099,763.1000000017522,239.32383705131429,760.1000060354768
193,199.69442562620492,698.1000093076469,898.1000000016681,763.1000000017024,239.40472997851649,760.100004889019
194,199.6944256053471,698.1000075393578,898.1000000016343,763.100000001662,239.48562290571869,760.1000039603883
195,199.69442560088785,698.1000061054134,898.1000000016069,763.1000000016294,239.56651583292089,760.1000032081974
196,199.69442560734717,698.1000049429412,898.1000000015847,763.1000000016029,239.64740876012308,760.100002598923
197,199.69442561546197,698.1000040014944,898.1000000015667,763.1000000015815,239.72830168732528,760.1000021054107
198,199.69442561982555,698.1000032397058,898.1000000015522,763.1000000015641,239.80919461452748,760.1000017056657
199,199.69442562010835,698.1000026234174,898.1000000015404,763.10000000155,239.89008754172968,760.1000013818723
200,199.69442561855755,698.100002124643,898.1000000015308,763.1000000015387,239.97098046893188,760.1000011195996
